	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Comparison
GO:0071805	BP	GO:0071805	potassium ion transmembrane transport	20/660	206/21359	6.62164223291001e-06	0.0056489400077377	0.00508550512794036	Calm1/Kcnk9/Kcnh8/Kcnk12/Slc12a2/Stk39/Slc12a5/Kcnq2/Hcn3/Kcna2/Slc24a2/Kcnab2/Kcnh2/Abcb8/Kcnip4/Pkd2/Calm3/Slc9a5/Nedd4/Kcnd1	20	Maintenance_vs_FoodTrained
GO:0050808	BP	GO:0050808	synapse organization	34/660	490/21359	1.08421838356612e-05	0.0056489400077377	0.00508550512794036	Obsl1/Ngef/Palm/Dlg4/Cdk5r1/Itga3/Mapt/Rock2/Hnrnpk/Pcdh8/Ywhaz/Adgrb1/Plxnb2/Etv5/Opa1/Ptprs/Pcdhgc5/Sptbn2/Nrxn2/Caprin1/Mfn1/Bcan/Vcp/Ptprd/Ssh1/Setd5/Iqsec3/Clstn3/Lrrc4b/Ppfia3/Apbb1/Nedd4/Tpbg/Nlgn3	34	Maintenance_vs_FoodTrained
GO:0007156	BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	14/660	114/21359	1.1429488403399e-05	0.0056489400077377	0.00508550512794036	Obsl1/Cadm3/Cdh24/Pcdh8/Plxnb2/Igsf11/Pcdha4/Cdh22/Fat4/Clstn3/Nectin2/Cadm4/Cdh13/Pcdh19	14	Maintenance_vs_FoodTrained
GO:0018107	BP	GO:0018107	peptidyl-threonine phosphorylation	14/660	114/21359	1.1429488403399e-05	0.0056489400077377	0.00508550512794036	Clk1/Cdc42bpa/Dyrk2/Cdk5r1/Sphk1/Rock2/Dmtn/Acvr1b/Dyrk1a/Stk39/Csnk2a1/Dgkq/Met/Cadm4	14	Maintenance_vs_FoodTrained
GO:0032271	BP	GO:0032271	regulation of protein polymerization	19/660	196/21359	1.14453984848355e-05	0.0056489400077377	0.00508550512794036	Arpc2/Camsap2/Inpp5j/Mapt/Hsp90aa1/Map3k1/Dmtn/Twf1/Dyrk1a/Snx9/Prkce/Ssh1/Arpc3/Rac1/Met/Mtpn/Eml2/Rps3/Cotl1	19	Maintenance_vs_FoodTrained
GO:0043254	BP	GO:0043254	regulation of protein-containing complex assembly	30/660	410/21359	1.30005770963679e-05	0.00577485634620662	0.00519886235674754	Arpc2/Camsap2/Cd24a/Ncln/Inpp5j/Mapt/Hsp90aa1/Map3k1/Dmtn/Twf1/Wnt10b/Dyrk1a/Snx9/Prkce/Ppp2r5b/Src/Arhgef2/Vcp/Pink1/Ssh1/Arpc3/Stx1a/Fscn1/Rac1/Met/Mtpn/Eml2/Rps3/Prrt2/Cotl1	30	Maintenance_vs_FoodTrained
GO:0031110	BP	GO:0031110	regulation of microtubule polymerization or depolymerization	12/660	88/21359	1.6477239646436e-05	0.00665380895540624	0.00599014673845075	Camsap2/Apc2/Inpp5j/Mapt/Dyrk1a/Arhgef2/Rac1/Met/Eml2/Rps3/Katnb1/Mid1ip1	12	Maintenance_vs_FoodTrained
GO:0051258	BP	GO:0051258	protein polymerization	22/660	258/21359	1.85906989452897e-05	0.0068816570595814	0.00619526888536452	Arpc2/Camsap2/Inpp5j/Cobl/Mapt/Hsp90aa1/Map3k1/Dmtn/Mtss1/Twf1/Dyrk1a/Snx9/Prkce/Ssh1/Arpc3/Rac1/Met/Mtpn/Eml2/Rps3/Cotl1/Mid1ip1	22	Maintenance_vs_FoodTrained
GO:0018210	BP	GO:0018210	peptidyl-threonine modification	14/660	122/21359	2.49257614920411e-05	0.00813190927390545	0.00732081881835276	Clk1/Cdc42bpa/Dyrk2/Cdk5r1/Sphk1/Rock2/Dmtn/Acvr1b/Dyrk1a/Stk39/Csnk2a1/Dgkq/Met/Cadm4	14	Maintenance_vs_FoodTrained
GO:0070507	BP	GO:0070507	regulation of microtubule cytoskeleton organization	16/660	155/21359	2.56296104985764e-05	0.00813190927390545	0.00732081881835276	Camsap2/Apc2/Inpp5j/Cdk5r1/Mapt/Dyrk1a/Map9/Arhgef2/Prkaa2/Rac1/Met/Eml2/Rps3/Katnb1/Ccsap/Mid1ip1	16	Maintenance_vs_FoodTrained
GO:0016311	BP	GO:0016311	dephosphorylation	26/660	344/21359	2.80260113624106e-05	0.00829943616478851	0.00747163629233668	Ppp1r7/Plppr3/Inpp5j/Ppp1r1b/Rock2/Calm1/Ppp1r2/Rcan1/Ptprs/Ppp2r5b/Nsmf/Cry2/Src/Rprd1b/Ptprd/Ptp4a2/Pink1/Ssh1/Ppp1r35/Calm3/Ptpn5/Inpp4b/Pdp2/Plppr2/Ppp2r1b/Cdc25a	26	Maintenance_vs_FoodTrained
GO:0016358	BP	GO:0016358	dendrite development	24/660	311/21359	4.05432913302203e-05	0.0110282169625206	0.00992824385426571	Obsl1/Ngef/Camsap2/Palm/Cobl/Dlg4/Cdk5r1/Rock2/Phactr1/Hnrnpk/Mapk8ip2/Crebbp/Opa1/Ptprs/Nsmf/Caprin1/Slc12a5/Mfn1/Ptprd/Rac1/Met/Nedd4/Tpbg/Nlgn3	24	Maintenance_vs_FoodTrained
GO:0042391	BP	GO:0042391	regulation of membrane potential	31/660	458/21359	4.22061432604347e-05	0.0110282169625206	0.00992824385426571	Bok/Dlg4/Mapt/Grin2c/Fgf14/Kcnk9/Mapk8ip2/Abat/Igsf11/Kcnh8/Ehd3/Prkce/Kcnk12/Src/Kcnq2/Mfn1/Hcn3/Kcna2/Vcp/Jun/Pink1/Kcnab2/Kcnh2/Ssh1/Stx1a/Met/Akt2/Cx3cl1/Nedd4/Abcd1/Nlgn3	31	Maintenance_vs_FoodTrained
GO:0048813	BP	GO:0048813	dendrite morphogenesis	17/660	182/21359	5.24313432688394e-05	0.012938890377788	0.0116483434548726	Obsl1/Ngef/Dlg4/Cdk5r1/Rock2/Phactr1/Mapk8ip2/Opa1/Nsmf/Caprin1/Mfn1/Ptprd/Rac1/Met/Nedd4/Tpbg/Nlgn3	17	Maintenance_vs_FoodTrained
GO:0099173	BP	GO:0099173	postsynapse organization	18/660	204/21359	6.74013487213383e-05	0.0152967953745966	0.0137710669987659	Ngef/Dlg4/Cdk5r1/Itga3/Rock2/Hnrnpk/Adgrb1/Etv5/Opa1/Ptprs/Sptbn2/Nrxn2/Caprin1/Mfn1/Ptprd/Ssh1/Lrrc4b/Nlgn3	18	Maintenance_vs_FoodTrained
GO:0048168	BP	GO:0048168	regulation of neuronal synaptic plasticity	10/660	72/21359	7.06935485045412e-05	0.0152967953745966	0.0137710669987659	Dlg4/Grin2c/Syngr1/Rab5a/Nsmf/Ncdn/Vgf/Rac1/Ppfia3/Jph3	10	Maintenance_vs_FoodTrained
GO:0006813	BP	GO:0006813	potassium ion transport	20/660	243/21359	7.23171325678811e-05	0.0152967953745966	0.0137710669987659	Calm1/Kcnk9/Kcnh8/Kcnk12/Slc12a2/Stk39/Slc12a5/Kcnq2/Hcn3/Kcna2/Slc24a2/Kcnab2/Kcnh2/Abcb8/Kcnip4/Pkd2/Calm3/Slc9a5/Nedd4/Kcnd1	20	Maintenance_vs_FoodTrained
GO:1902903	BP	GO:1902903	regulation of supramolecular fiber organization	26/660	366/21359	7.89746642255508e-05	0.0159457026586317	0.0143552511671228	Arpc2/Camsap2/Apc2/Inpp5j/Mapt/Rock2/Map3k1/Sorbs3/Dmtn/Mtss1/Twf1/Dyrk1a/Snx9/Prkce/Arhgef2/Ssh1/Arpc3/Rac1/Met/Mtpn/Eml2/Rps3/Cx3cl1/Katnb1/Cotl1/Mid1ip1	26	Maintenance_vs_FoodTrained
GO:0031111	BP	GO:0031111	negative regulation of microtubule polymerization or depolymerization	8/660	47/21359	8.63322842091542e-05	0.0162771060266259	0.0146535997997942	Camsap2/Apc2/Inpp5j/Dyrk1a/Arhgef2/Eml2/Katnb1/Mid1ip1	8	Maintenance_vs_FoodTrained
GO:0031109	BP	GO:0031109	microtubule polymerization or depolymerization	13/660	120/21359	8.79447421519633e-05	0.0162771060266259	0.0146535997997942	Camsap2/Apc2/Inpp5j/Mapt/Dyrk1a/Arhgef2/Rac1/Met/Eml2/Rps3/Katnb1/Ccsap/Mid1ip1	13	Maintenance_vs_FoodTrained
GO:0006470	BP	GO:0006470	protein dephosphorylation	20/660	248/21359	9.57518803158971e-05	0.0170131940945286	0.015316269192425	Ppp1r7/Ppp1r1b/Rock2/Calm1/Ppp1r2/Rcan1/Ptprs/Ppp2r5b/Nsmf/Cry2/Rprd1b/Ptprd/Ptp4a2/Pink1/Ssh1/Calm3/Ptpn5/Pdp2/Ppp2r1b/Cdc25a	20	Maintenance_vs_FoodTrained
GO:0035640	BP	GO:0035640	exploration behavior	7/660	37/21359	0.000119594348381788	0.0204322344427655	0.0183942886438224	Dlg4/Itga3/Crhr1/Abat/Prkce/Ptpn5/Jph3	7	Maintenance_vs_FoodTrained
GO:0008203	BP	GO:0008203	cholesterol metabolic process	14/660	142/21359	0.000132812282695167	0.0218500799900716	0.0196707158658456	Srebf1/Nfe2l1/Cyp46a1/Abca2/Pmvk/Prkaa2/Dgkq/Scarb1/Lipe/Mbtps1/Abcg4/Cln6/Scap/Nsdhl	14	Maintenance_vs_FoodTrained
GO:0060996	BP	GO:0060996	dendritic spine development	13/660	127/21359	0.000156875053671357	0.0248871067288631	0.0224048243946423	Ngef/Palm/Dlg4/Cdk5r1/Hnrnpk/Crebbp/Opa1/Ptprs/Caprin1/Slc12a5/Mfn1/Rac1/Nlgn3	13	Maintenance_vs_FoodTrained
GO:0062013	BP	GO:0062013	positive regulation of small molecule metabolic process	15/660	163/21359	0.000167951175620603	0.0257254869691972	0.0231595831645253	Lpgat1/Dyrk2/Srebf1/Abcd2/Gpd1/Prkce/Src/Vcp/Prkaa2/Akt2/Abcg4/Map2k1/Scap/Mid1ip1/Abcd1	15	Maintenance_vs_FoodTrained
GO:0046890	BP	GO:0046890	regulation of lipid biosynthetic process	17/660	202/21359	0.00018883980892943	0.0279608810421509	0.0251720152323826	Lpgat1/Srebf1/Ormdl3/Sphk1/Abcd2/Clcn2/Pcx/Sf1/Abca2/Nfkb1/H6pd/Dgkq/Scarb1/Abcg4/Scap/Mid1ip1/Abcd1	17	Maintenance_vs_FoodTrained
GO:0031113	BP	GO:0031113	regulation of microtubule polymerization	8/660	53/21359	0.000206788063325322	0.0291443757490106	0.0262374661651914	Camsap2/Inpp5j/Mapt/Dyrk1a/Rac1/Met/Eml2/Rps3	8	Maintenance_vs_FoodTrained
GO:0050433	BP	GO:0050433	regulation of catecholamine secretion	9/660	67/21359	0.000209954980632224	0.0291443757490106	0.0262374661651914	Rtn4/Crhr1/Abat/Gabbr1/Kcna2/Pink1/Stx1a/Syt3/Slc18a1	9	Maintenance_vs_FoodTrained
GO:0051494	BP	GO:0051494	negative regulation of cytoskeleton organization	15/660	167/21359	0.000219332149850298	0.0295234366556068	0.0265787188925449	Arpc2/Camsap2/Apc2/Inpp5j/Map3k1/Dmtn/Twf1/Dyrk1a/Arhgef2/Ssh1/Met/Mtpn/Eml2/Katnb1/Mid1ip1	15	Maintenance_vs_FoodTrained
GO:0060998	BP	GO:0060998	regulation of dendritic spine development	10/660	83/21359	0.000236633741329946	0.0300516788152371	0.0270542732811407	Ngef/Palm/Hnrnpk/Crebbp/Opa1/Ptprs/Caprin1/Mfn1/Rac1/Nlgn3	10	Maintenance_vs_FoodTrained
GO:0016125	BP	GO:0016125	sterol metabolic process	14/660	150/21359	0.00023678720363199	0.0300516788152371	0.0270542732811407	Srebf1/Nfe2l1/Cyp46a1/Abca2/Pmvk/Prkaa2/Dgkq/Scarb1/Lipe/Mbtps1/Abcg4/Cln6/Scap/Nsdhl	14	Maintenance_vs_FoodTrained
GO:1902904	BP	GO:1902904	negative regulation of supramolecular fiber organization	15/660	170/21359	0.000266300345235877	0.0328585037093824	0.0295811406886285	Arpc2/Camsap2/Apc2/Inpp5j/Map3k1/Dmtn/Twf1/Dyrk1a/Arhgef2/Ssh1/Met/Mtpn/Eml2/Katnb1/Mid1ip1	15	Maintenance_vs_FoodTrained
GO:0014059	BP	GO:0014059	regulation of dopamine secretion	7/660	42/21359	0.00027415808060189	0.032913789027935	0.0296309117555215	Rtn4/Abat/Gabbr1/Kcna2/Pink1/Syt3/Slc18a1	7	Maintenance_vs_FoodTrained
GO:0019216	BP	GO:0019216	regulation of lipid metabolic process	25/660	376/21359	0.000298088230255713	0.0348449452314705	0.031369451156273	Lpgat1/Srebf1/Nfe2l1/Ormdl3/Sphk1/Abcd2/Clcn2/Prkce/Pcx/Sf1/Abca2/Src/Eef1a2/Nfkb1/Prkaa2/Epha8/H6pd/Dgkq/Scarb1/Rac1/Akt2/Abcg4/Scap/Mid1ip1/Abcd1	25	Maintenance_vs_FoodTrained
GO:0030032	BP	GO:0030032	lamellipodium assembly	9/660	71/21359	0.000327794528609402	0.0369087747507273	0.0332274308106858	Arpc2/Dmtn/Twf1/Ablim1/Ablim2/Fscn1/Rac1/Sh2b1/Cdh13	9	Maintenance_vs_FoodTrained
GO:1902652	BP	GO:1902652	secondary alcohol metabolic process	14/660	155/21359	0.000332361771730997	0.0369087747507273	0.0332274308106858	Srebf1/Nfe2l1/Cyp46a1/Abca2/Pmvk/Prkaa2/Dgkq/Scarb1/Lipe/Mbtps1/Abcg4/Cln6/Scap/Nsdhl	14	Maintenance_vs_FoodTrained
GO:0048312	BP	GO:0048312	intracellular distribution of mitochondria	4/660	12/21359	0.000366849862244945	0.0387073347582218	0.0348465993854084	Mapt/Opa1/Armc1/Mfn1	4	Maintenance_vs_FoodTrained
GO:0014046	BP	GO:0014046	dopamine secretion	7/660	44/21359	0.00036916967484638	0.0387073347582218	0.0348465993854084	Rtn4/Abat/Gabbr1/Kcna2/Pink1/Syt3/Slc18a1	7	Maintenance_vs_FoodTrained
GO:0097581	BP	GO:0097581	lamellipodium organization	10/660	88/21359	0.000382582135418135	0.0387073347582218	0.0348465993854084	Arpc2/Dmtn/Twf1/Ablim1/Src/Ablim2/Fscn1/Rac1/Sh2b1/Cdh13	10	Maintenance_vs_FoodTrained
GO:0046165	BP	GO:0046165	alcohol biosynthetic process	13/660	139/21359	0.000383413491526736	0.0387073347582218	0.0348465993854084	Srebf1/Sphk1/Clcn2/Abca2/Pmvk/Nfkb1/Prkaa2/H6pd/Dgkq/Abcg4/Ip6k1/Scap/Nsdhl	13	Maintenance_vs_FoodTrained
GO:0050432	BP	GO:0050432	catecholamine secretion	9/660	73/21359	0.000404579396416827	0.0399364817529676	0.0359531491692988	Rtn4/Crhr1/Abat/Gabbr1/Kcna2/Pink1/Stx1a/Syt3/Slc18a1	9	Maintenance_vs_FoodTrained
GO:0032535	BP	GO:0032535	regulation of cellular component size	25/660	387/21359	0.000457315630243745	0.0441607832509286	0.0397561116543704	Sema4c/Arpc2/Rtn4/Borcs6/Mapt/Map3k1/Dmtn/Twf1/Snx9/Rab5a/Ptprs/Prkce/Slc12a2/Slc12a5/Atp13a2/Abcb8/Ssh1/Arpc3/Rac1/Mtpn/Megf8/Rgma/Cotl1/Sema7a/Golga4	25	Maintenance_vs_FoodTrained
GO:0007015	BP	GO:0007015	actin filament organization	27/660	436/21359	0.000531009862555858	0.0489651932940754	0.0440813216721231	Arpc2/Fmn2/Cobl/Rock2/Phactr1/Map3k1/Sorbs3/Dmtn/Mtss1/Triobp/Twf1/Snx9/Prkce/Rnd3/Src/Elmo2/Arhgef2/Ssh1/Arpc3/Hip1/Fscn1/Rac1/Met/Mtpn/Zyx/Cx3cl1/Cotl1	27	Maintenance_vs_FoodTrained
GO:0050807	BP	GO:0050807	regulation of synapse organization	19/660	262/21359	0.000542961210053803	0.0489651932940754	0.0440813216721231	Ngef/Cdk5r1/Hnrnpk/Pcdh8/Ywhaz/Adgrb1/Etv5/Opa1/Ptprs/Caprin1/Mfn1/Vcp/Ptprd/Setd5/Clstn3/Lrrc4b/Nedd4/Tpbg/Nlgn3	19	Maintenance_vs_FoodTrained
GO:1901880	BP	GO:1901880	negative regulation of protein depolymerization	9/660	76/21359	0.000547028420115455	0.0489651932940754	0.0440813216721231	Arpc2/Camsap2/Apc2/Dmtn/Twf1/Arhgef2/Mtpn/Katnb1/Mid1ip1	9	Maintenance_vs_FoodTrained
GO:0045834	BP	GO:0045834	positive regulation of lipid metabolic process	15/660	182/21359	0.000551161563418228	0.0489651932940754	0.0440813216721231	Lpgat1/Srebf1/Abcd2/Prkce/Pcx/Src/Eef1a2/Epha8/Scarb1/Rac1/Akt2/Abcg4/Scap/Mid1ip1/Abcd1	15	Maintenance_vs_FoodTrained
GO:0070382	CC	GO:0070382	exocytic vesicle	28/668	250/21251	6.48175069353984e-09	3.39643736341488e-06	2.71551239581985e-06	Sema4c/Atg9a/Sgta/Rnf112/Dlg4/Sphk1/Calm1/Kcnk9/Syngr1/Gabbr1/Rab5a/Ptprs/Slc6a7/Wdr7/Sptbn2/Vti1a/Rab14/Aph1a/Svop/Stx1a/Calm3/Syt3/Ptpn5/Prrt2/Slc18a1/Scamp5/Rab27a/Cdk16	28	Maintenance_vs_FoodTrained
GO:0008021	CC	GO:0008021	synaptic vesicle	26/668	227/21251	1.41212526948357e-08	3.69976820604696e-06	2.95803082765507e-06	Sema4c/Atg9a/Sgta/Rnf112/Dlg4/Sphk1/Calm1/Kcnk9/Syngr1/Gabbr1/Rab5a/Ptprs/Slc6a7/Wdr7/Sptbn2/Vti1a/Rab14/Aph1a/Svop/Stx1a/Calm3/Ptpn5/Prrt2/Slc18a1/Scamp5/Cdk16	26	Maintenance_vs_FoodTrained
GO:0014069	CC	GO:0014069	postsynaptic density	35/668	394/21251	3.76697457086945e-08	6.57964891711864e-06	5.2605469445826e-06	Rpl7/Sema4c/Palm/Rtn4/Rnf112/Dlg4/Cdk5r1/Mapt/Grin2c/Slc16a3/Prr7/Hnrnpk/Dmtn/Ywhaz/Adgrb1/Mapk8ip2/Pcbp2/Igsf11/Ptprs/Ablim1/Nsmf/Pkp4/Src/Arfgap1/Arhgef2/Kcnab2/Rpl6/Stx1a/Met/Iqsec3/Clstn3/Lrrc4b/Rps3/Map2k1/Kcnd1	35	Maintenance_vs_FoodTrained
GO:0032279	CC	GO:0032279	asymmetric synapse	35/668	402/21251	6.20335338107664e-08	8.1263929292104e-06	6.49719643596974e-06	Rpl7/Sema4c/Palm/Rtn4/Rnf112/Dlg4/Cdk5r1/Mapt/Grin2c/Slc16a3/Prr7/Hnrnpk/Dmtn/Ywhaz/Adgrb1/Mapk8ip2/Pcbp2/Igsf11/Ptprs/Ablim1/Nsmf/Pkp4/Src/Arfgap1/Arhgef2/Kcnab2/Rpl6/Stx1a/Met/Iqsec3/Clstn3/Lrrc4b/Rps3/Map2k1/Kcnd1	35	Maintenance_vs_FoodTrained
GO:0030133	CC	GO:0030133	transport vesicle	31/668	336/21251	9.73351898331788e-08	9.01352402338623e-06	7.20647360648397e-06	Sema4c/Atg9a/Sgta/Ap1b1/Rnf112/Dlg4/Sphk1/Calm1/Kcnk9/Syngr1/Gabbr1/Rab5a/Ptprs/Slc6a7/Wdr7/Sptbn2/Vti1a/Rab14/Aph1a/Atp13a2/Svop/Stx1a/Ap1s1/Calm3/Syt3/Ptpn5/Prrt2/Slc18a1/Scamp5/Rab27a/Cdk16	31	Maintenance_vs_FoodTrained
GO:0099572	CC	GO:0099572	postsynaptic specialization	36/668	431/21251	1.13689340388367e-07	9.01352402338623e-06	7.20647360648397e-06	Rpl7/Sema4c/Palm/Rtn4/Rnf112/Dlg4/Cdk5r1/Mapt/Grin2c/Slc16a3/Prr7/Hnrnpk/Dmtn/Ywhaz/Adgrb1/Mapk8ip2/Pcbp2/Igsf11/Ptprs/Ablim1/Nsmf/Pkp4/Src/Arfgap1/Arhgef2/Kcnab2/Rpl6/Stx1a/Met/Iqsec3/Clstn3/Lrrc4b/Rps3/Map2k1/Kcnd1/Nlgn3	36	Maintenance_vs_FoodTrained
GO:0098984	CC	GO:0098984	neuron to neuron synapse	36/668	432/21251	1.20409672068137e-07	9.01352402338623e-06	7.20647360648397e-06	Rpl7/Sema4c/Palm/Rtn4/Rnf112/Dlg4/Cdk5r1/Mapt/Grin2c/Slc16a3/Prr7/Hnrnpk/Dmtn/Ywhaz/Adgrb1/Mapk8ip2/Pcbp2/Igsf11/Ptprs/Ablim1/Nsmf/Pkp4/Src/Arfgap1/Arhgef2/Ptprd/Kcnab2/Rpl6/Stx1a/Met/Iqsec3/Clstn3/Lrrc4b/Rps3/Map2k1/Kcnd1	36	Maintenance_vs_FoodTrained
GO:0031300	CC	GO:0031300	intrinsic component of organelle membrane	31/668	388/21251	2.20590213048358e-06	0.000144486589546674	0.000115519611570061	Dnajb2/Sppl2b/Lemd3/Rtn4/Nfe2l1/Rfng/Sfxn1/Syngr1/H2-K1/Atf6b/H2-D1/H2-T23/Rab5a/Ptprs/Slc6a7/Sfxn3/Rab14/Pigt/Mfn1/Pink1/Atp13a2/Ubiad1/Pkd2/Abcb9/Slc15a4/Stx1a/Lfng/Gramd1a/Bet1l/Scamp5/Abcd1	31	Maintenance_vs_FoodTrained
GO:0005874	CC	GO:0005874	microtubule	32/668	429/21251	6.42046714267555e-06	0.000339691477734697	0.000271589409679408	Nav1/Camsap2/Apc2/Cnp/Mapt/Hid1/Ttll5/Calm1/Cep170b/Kifc2/Opa1/Dyrk1a/Lrpprc/Klc2/Map3k11/Lzts2/Kif5c/Map9/Arhgef2/Rusc1/Bcl10/Klhl21/Kcnab2/Calm3/Eml2/Katnb1/Kifc3/Sntb2/Ccsap/Map2k1/Kif15/Mid1ip1	32	Maintenance_vs_FoodTrained
GO:0098562	CC	GO:0098562	cytoplasmic side of membrane	20/668	203/21251	6.82496519173193e-06	0.000339691477734697	0.000271589409679408	Sppl2b/Borcs6/Dlg4/Mapt/Cyth1/Rnf31/Mtss1/Snx9/Rab5a/Pkp4/Src/Kcnab2/Ajap1/Pkd2/Hip1/Rac1/Prmt8/Gramd1a/Ap2a1/Cdk16	20	Maintenance_vs_FoodTrained
GO:0150034	CC	GO:0150034	distal axon	29/668	371/21251	7.1309279677131e-06	0.000339691477734697	0.000271589409679408	Arpc2/Adcy10/Cbarp/Inpp5j/Cobl/Cdk5r1/Itga3/Mapt/Calm1/Hsp90aa1/Hnrnpk/Ppp1r2/Rab5a/Kif5c/Src/Hcn3/Kcna2/Kcnab2/Ssh1/Arpc3/Ap1s1/Fscn1/Calm3/Apbb1/Prrt2/Slc18a1/Katnb1/Tpbg/Elk1	29	Maintenance_vs_FoodTrained
GO:0031252	CC	GO:0031252	cell leading edge	30/668	397/21251	9.66869545681149e-06	0.000422199701614102	0.00033755620980798	Arpc2/Cdc42bpa/Palm/Apc2/Inpp5j/Cobl/Mapt/Unc5a/Ywhaz/Twf1/Gabbr1/Rab5a/Ablim1/Caprin1/Src/Slc12a5/Arhgef2/Kcna2/Tln1/Pkd2/Ssh1/Arpc3/Fscn1/Rac1/Frmd4b/Cadm4/Akt2/Rps3/Apbb1/Sh2b1	30	Maintenance_vs_FoodTrained
GO:0030426	CC	GO:0030426	growth cone	19/668	200/21251	1.93211649633883e-05	0.000778791572370422	0.00062265778586466	Arpc2/Adcy10/Cbarp/Inpp5j/Cobl/Cdk5r1/Itga3/Mapt/Calm1/Hsp90aa1/Ppp1r2/Kif5c/Src/Ssh1/Arpc3/Fscn1/Calm3/Apbb1/Katnb1	19	Maintenance_vs_FoodTrained
GO:0031301	CC	GO:0031301	integral component of organelle membrane	27/668	358/21251	2.76201177495354e-05	0.000918338238018305	0.000734227839958388	Sppl2b/Lemd3/Rtn4/Nfe2l1/Rfng/Sfxn1/Syngr1/H2-K1/Atf6b/H2-D1/H2-T23/Ptprs/Slc6a7/Sfxn3/Pigt/Mfn1/Pink1/Atp13a2/Ubiad1/Pkd2/Abcb9/Slc15a4/Stx1a/Lfng/Bet1l/Scamp5/Abcd1	27	Maintenance_vs_FoodTrained
GO:0097060	CC	GO:0097060	synaptic membrane	32/668	463/21251	2.95261029409099e-05	0.000918338238018305	0.000734227839958388	Sema4c/Cadm3/Palm/Rtn4/Dlg4/Itga3/Grin2c/Cyth1/Slc16a3/Prr7/Pcdh8/Adgrb1/Gabbr1/Ptprs/Slc6a7/Nrxn2/Src/Aph1a/Kcna2/Ptprd/Stx1a/Hip1/Met/Iqsec3/Clstn3/Syt3/Lrrc4b/Ptpn5/Apbb1/Prrt2/Kcnd1/Nlgn3	32	Maintenance_vs_FoodTrained
