	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Comparison
GO:0071805	BP	GO:0071805	potassium ion transmembrane transport	20/660	206/21359	6.62164223291001e-06	0.0056489400077377	0.00508550512794036	Calm1/Kcnk9/Kcnh8/Kcnk12/Slc12a2/Stk39/Slc12a5/Kcnq2/Hcn3/Kcna2/Slc24a2/Kcnab2/Kcnh2/Abcb8/Kcnip4/Pkd2/Calm3/Slc9a5/Nedd4/Kcnd1	20	Maintenance_vs_FoodTrained
GO:0050808	BP	GO:0050808	synapse organization	34/660	490/21359	1.08421838356612e-05	0.0056489400077377	0.00508550512794036	Obsl1/Ngef/Palm/Dlg4/Cdk5r1/Itga3/Mapt/Rock2/Hnrnpk/Pcdh8/Ywhaz/Adgrb1/Plxnb2/Etv5/Opa1/Ptprs/Pcdhgc5/Sptbn2/Nrxn2/Caprin1/Mfn1/Bcan/Vcp/Ptprd/Ssh1/Setd5/Iqsec3/Clstn3/Lrrc4b/Ppfia3/Apbb1/Nedd4/Tpbg/Nlgn3	34	Maintenance_vs_FoodTrained
GO:0007156	BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	14/660	114/21359	1.1429488403399e-05	0.0056489400077377	0.00508550512794036	Obsl1/Cadm3/Cdh24/Pcdh8/Plxnb2/Igsf11/Pcdha4/Cdh22/Fat4/Clstn3/Nectin2/Cadm4/Cdh13/Pcdh19	14	Maintenance_vs_FoodTrained
GO:0018107	BP	GO:0018107	peptidyl-threonine phosphorylation	14/660	114/21359	1.1429488403399e-05	0.0056489400077377	0.00508550512794036	Clk1/Cdc42bpa/Dyrk2/Cdk5r1/Sphk1/Rock2/Dmtn/Acvr1b/Dyrk1a/Stk39/Csnk2a1/Dgkq/Met/Cadm4	14	Maintenance_vs_FoodTrained
GO:0032271	BP	GO:0032271	regulation of protein polymerization	19/660	196/21359	1.14453984848355e-05	0.0056489400077377	0.00508550512794036	Arpc2/Camsap2/Inpp5j/Mapt/Hsp90aa1/Map3k1/Dmtn/Twf1/Dyrk1a/Snx9/Prkce/Ssh1/Arpc3/Rac1/Met/Mtpn/Eml2/Rps3/Cotl1	19	Maintenance_vs_FoodTrained
GO:0043254	BP	GO:0043254	regulation of protein-containing complex assembly	30/660	410/21359	1.30005770963679e-05	0.00577485634620662	0.00519886235674754	Arpc2/Camsap2/Cd24a/Ncln/Inpp5j/Mapt/Hsp90aa1/Map3k1/Dmtn/Twf1/Wnt10b/Dyrk1a/Snx9/Prkce/Ppp2r5b/Src/Arhgef2/Vcp/Pink1/Ssh1/Arpc3/Stx1a/Fscn1/Rac1/Met/Mtpn/Eml2/Rps3/Prrt2/Cotl1	30	Maintenance_vs_FoodTrained
GO:00467771	BP	GO:0046777	protein autophosphorylation	22/604	241/21359	1.52371453869538e-06	0.00387787162519342	0.00348537449713741	Epha4/Mapkapk2/Mink1/Cdk12/Aatk/Calm1/Pim3/Acvr1b/Map3k12/Ddr1/Calm2/Ppp2r5b/Stk39/Src/Jun/Epha8/Pink1/Atp13a2/Met/Calm3/Hspa8/Ulk3	22	Craving_vs_Maintenance
GO:00718051	BP	GO:0071805	potassium ion transmembrane transport	20/604	206/21359	1.75469304307395e-06	0.00387787162519342	0.00348537449713741	Ywhae/Calm1/Kcnk9/Dlg1/Kcnk12/Calm2/Bin1/Stk39/Slc12a5/Hcn3/Kcna2/Kcnab2/Akap9/Kcnh2/Abcb8/Kcnip4/Calm3/Slc9a5/Nedd4/Kcnd1	20	Craving_vs_Maintenance
GO:0035304	BP	GO:0035304	regulation of protein dephosphorylation	13/604	96/21359	3.05677688286268e-06	0.00450365127408434	0.00404781612488552	Ywhae/Ppp1r9b/Ppp1r1b/Calm1/Ppp1r16a/Hsp90ab1/Calm2/Nsmf/Ptpa/Cry2/Pink1/Styxl1/Calm3	13	Craving_vs_Maintenance
GO:0007041	BP	GO:0007041	lysosomal transport	14/604	117/21359	5.68949439189441e-06	0.00628689130304332	0.00565056627237092	Plekhm1/Chmp7/Vps52/Bin1/Epg5/Vps51/Vps18/Snx16/Pink1/Atp13a2/Gak/Cacng7/Hspa8/Nedd4	14	Craving_vs_Maintenance
GO:0035303	BP	GO:0035303	regulation of dephosphorylation	15/604	136/21359	7.33403249023455e-06	0.00648328472136735	0.00582708181434636	Ywhae/Ppp1r9b/Ppp1r1b/Calm1/Ppp1r16a/Hsp90ab1/Calm2/Nsmf/Ptpa/Cry2/Src/Pink1/Styxl1/Ppp1r35/Calm3	15	Craving_vs_Maintenance
GO:00313461	BP	GO:0031346	positive regulation of cell projection organization	29/604	429/21359	1.53229880991245e-05	0.0112879345663551	0.0101454310677361	Arpc2/Epha4/Palm/Plekhm1/Rala/Twf1/Rrn3/Ppp2r5b/Grin1/Src/Stmn2/Wrap73/Fzd1/Styxl1/Ppp1r35/Fscn1/Met/Megf8/Ap2a1/Ptpn5/Rgma/Apbb1/Mob2/Crtc1/Cx3cl1/Katnb1/Ndrg4/Trim67/Nckipsd	29	Craving_vs_Maintenance
GO:0016570	BP	GO:0016570	histone modification	30/604	456/21359	1.84144849198588e-05	0.011609140575699	0.0104341263473894	Elk4/Usp21/Ube2b/Srebf1/Asxl2/Hdac9/Bap1/Nipbl/Crebbp/Glyr1/Phf1/Ring1/Ubr2/Nfya/Dpy30/Cxxc1/Naa40/Ddb1/Phf20/Ash1l/Pygo2/Setdb1/Pink1/Ep400/Prmt8/Apbb1/Sin3b/Kmt2a/Setd2/Hdac8	30	Craving_vs_Maintenance
GO:0006813	BP	GO:0006813	potassium ion transport	20/604	243/21359	2.10120191415366e-05	0.011609140575699	0.0104341263473894	Ywhae/Calm1/Kcnk9/Dlg1/Kcnk12/Calm2/Bin1/Stk39/Slc12a5/Hcn3/Kcna2/Kcnab2/Akap9/Kcnh2/Abcb8/Kcnip4/Calm3/Slc9a5/Nedd4/Kcnd1	20	Craving_vs_Maintenance
GO:0048168	BP	GO:0048168	regulation of neuronal synaptic plasticity	10/604	72/21359	3.36142137187973e-05	0.0148961933321704	0.0133884814564447	Nog/Grin2c/Syngr1/Nsmf/Grin1/Ncdn/Vgf/Rab8a/Jph3/Kmt2a	10	Craving_vs_Maintenance
GO:0043666	BP	GO:0043666	regulation of phosphoprotein phosphatase activity	9/604	58/21359	3.37017948691639e-05	0.0148961933321704	0.0133884814564447	Ppp1r9b/Ppp1r1b/Calm1/Hsp90ab1/Calm2/Ptpa/Cry2/Styxl1/Calm3	9	Craving_vs_Maintenance
